Site,Alt_z,Alt_z2,Rgd_z,Rgd2_z,Available_z,Rgd_Availz,Forest_z,NDVI_z,ForestXNDVI,Altitude,Rugged,Rgd^2,Available,Rgd_Avail,Forest_Cov,NDVI
AF27,-0.193850761,0.037578118,0.799513063,0.639221137,0.570369315,1.001990669,-0.458740469,-0.249223677,0.114328987,1963.430054,41.5670013,1727.815597,35659,63.230999,0,0.116304
AF29,-1.191138667,1.418811325,-1.178075132,1.387861016,-1.156211635,-0.767467606,-0.458740469,-0.730203749,0.33497401,1487.859985,8.3455095,69.64752881,3078,40.8797989,0,0.0894112
AF30,-1.14353578,1.30767408,-1.190957433,1.418379607,-1.203110875,-1.263783787,-0.458740469,-0.833715479,0.38245903,1510.560059,8.1290998,66.08226356,2193,34.6105003,0,0.0836236
AF33,-1.138419133,1.295998122,-1.160409752,1.346550793,-1.188537665,-0.845208638,-0.458740469,-0.788623597,0.361773559,1513,8.6422701,74.68883248,2468,39.8978004,0,0.0861448
AF34,-1.162136741,1.350561806,-1.005547495,1.011125765,-1.034379598,-0.842991994,-0.458740469,-0.788509133,0.36172105,1501.689941,11.2438002,126.4230429,5377,39.9258003,0,0.0861512
AF38,-1.148757637,1.319644108,-1.118659026,1.251398015,-1.146036885,0.048585026,-0.458740469,-0.422190355,0.193675802,1508.069946,9.3436403,87.30361406,3270,51.1879005,0,0.106633
AF40,-0.687241627,0.472301054,-0.997802972,0.99561077,-1.04609116,-0.258342018,-0.110268848,-0.187412816,0.020665795,1728.150024,11.3739004,129.3656103,5156,47.3109016,4115,0.11976
AF41,-0.200183853,0.040073575,0.516924709,0.267211155,0.617056581,0.479240881,-0.188939598,0.827136637,-0.156278863,1960.410034,36.8198013,1355.697768,36540,56.6278,3186,0.176486
AF42,0.588867946,0.346765458,0.972660284,0.946068028,1.48959442,0.12718916,1.180050009,1.91453205,2.259243563,2336.679932,44.4757004,1978.087926,53005,52.1808014,19352,0.237285
AF43,0.800438269,0.640701423,0.590941082,0.349211363,1.24052501,-0.250544208,1.14058761,1.766336218,2.014661204,2437.570068,38.0632019,1448.807339,48305,47.4094009,18886,0.228999
AF44,1.716927288,2.947839313,1.343468112,1.804906568,1.285834445,1.1056036,-0.077581109,0.339553391,-0.026342929,2874.610107,50.7048988,2570.986762,49160,64.5398026,4501,0.149224
AF45,1.154753515,1.333455681,0.434294784,0.188611959,0.923676923,-0.157603174,-0.405813431,1.326452499,-0.53829224,2606.530029,35.4317017,1255.405485,42326,48.5834007,625,0.204404
AF46,1.562878539,2.442589328,0.355069676,0.126074474,0.798930244,-0.205894568,-0.458740469,0.74252229,-0.340625024,2801.149902,34.1007996,1162.864533,39972,47.9734001,0,0.171755
AF47,1.881838032,3.54131438,0.459683114,0.211308565,0.761463846,0.036274509,-0.448409111,0.292766003,-0.131278943,2953.25,35.8582001,1285.810514,39265,51.0323982,122,0.146608
AF48,1.667562962,2.780766231,0.145646484,0.021212898,0.580862026,-0.398094063,-0.458740469,0.717214891,-0.329015496,2851.070068,30.5827007,935.3015821,35857,45.5456009,0,0.17034
AF49,1.584268724,2.509907389,0.603090489,0.363718137,1.024311564,0.056976558,-0.458655786,0.911715214,-0.418163458,2811.350098,38.2672997,1464.386226,44225,51.2938995,1,0.181215
AF50,0.942533499,0.888369397,0.822520244,0.676539552,0.96172625,0.788440136,-0.240511704,1.756302684,-0.422411351,2505.330078,41.9534988,1760.096062,43044,60.5335007,2577,0.228438
AF51,1.32949975,1.767569587,1.497483253,2.242456094,1.427909996,1.251752198,0.269704947,1.057568099,0.285231348,2689.860107,53.2921982,2840.058389,51841,66.3859024,8602,0.18937
AF52,1.171739206,1.372972766,1.047706457,1.097688821,0.888860199,1.296765742,0.328644497,1.097469729,0.360677387,2614.629883,45.7364006,2091.81834,41669,66.9544983,9298,0.191601
AF53,1.318259408,1.737807868,2.060505207,4.245681706,1.739352746,1.672615265,0.464899865,0.574688632,0.267172667,2684.5,62.7504005,3937.612763,57718,71.7021027,10907,0.162371
AF54,0.412884787,0.170473847,0.725562092,0.526440349,1.016415534,0.428020435,1.09697573,2.678690283,2.938458228,2252.76001,40.3246994,1626.081382,44076,55.9808006,18371,0.280011
AF55,0.27582224,0.076077908,0.437431876,0.191346646,0.980750914,-0.148768312,1.353904746,2.754827098,3.729773482,2187.399902,35.4844017,1259.142764,43403,48.6949997,21405,0.284268
AG19,1.405936637,1.976657828,1.875553522,3.517701014,1.03411536,1.057636542,-0.311137544,0.159146517,-0.049516457,2726.310059,59.6433983,3557.334961,44410,63.9338989,1743,0.139137
AG20,0.462102177,0.213538422,2.381268484,5.670439591,1.583710861,2.216707935,-0.207908648,-0.306044599,0.063629319,2276.229981,68.1389008,4642.909802,54781,78.5748978,2962,0.113127
AG21,2.412514273,5.820225116,3.154523046,9.951015651,1.671521077,3.262302938,-0.404712548,-1.113702941,0.450729555,3206.310059,81.1287994,6581.882092,56438,91.7825012,638,0.0679688
AG22,1.927846895,3.716593652,1.033431823,1.067981332,1.059234275,0.705988592,-0.458740469,-0.242820816,0.111391735,2975.189941,45.4966011,2069.940712,44884,59.4920006,0,0.116662
AG23,1.69320968,2.86695902,0.54170583,0.293445206,1.007989569,-0.222654072,-0.458740469,-0.087900191,0.040323375,2863.300049,37.2360992,1386.527084,43917,47.7616997,0,0.125324
AG24,1.241025381,1.540143997,0.145842906,0.021270153,0.534916669,-0.607947878,-0.458740469,-0.068852573,0.031585462,2647.669922,30.5860004,935.5034205,34990,42.8947983,0,0.126389
AG25,1.444123594,2.085492956,0.503864266,0.253879198,0.466979013,0.560774059,-0.458740469,-0.211969041,0.097238777,2744.52002,36.600399,1339.589207,33708,57.6576996,0,0.118387
AG26,0.914286476,0.83591976,2.433384456,5.921359912,1.423617523,2.635932373,-0.454506306,-0.032975089,0.014987386,2491.860107,69.0143967,4762.986952,51760,83.8703995,50,0.128395
AG27,-1.124180172,1.263781058,-0.501237534,0.251239066,-0.607834984,0.595987261,-0.443328116,-0.451182081,0.200021702,1519.790039,19.7157001,388.7088304,13426,58.1025009,182,0.105012
AG28,-1.311445655,1.719889706,-1.240234182,1.538180826,-1.209364107,-0.921627833,-0.458740469,-0.335680188,0.153990087,1430.48999,7.3013,53.30898169,2075,38.9324989,0,0.11147
AG29,-1.194032588,1.425713822,-1.290209193,1.664639762,-1.285462761,-1.384725783,-0.458740469,-0.359431584,0.164885814,1486.479981,6.4617701,41.75447283,639,33.0828018,0,0.110142
AG30,-0.915126702,0.83745688,-1.009440597,1.018970319,-1.109630356,-0.994642639,-0.458740469,-0.654962975,0.300458023,1619.479981,11.1784,124.9566266,3957,38.0102005,0,0.0936181
AG34,-0.768040514,0.589886231,-0.604005612,0.364822779,-0.647421122,0.010118135,-0.458740469,-0.422458631,0.193798871,1689.619995,17.9892998,323.6149073,12679,50.7019997,0,0.106618
AG35,-0.552213401,0.30493964,-0.514297864,0.264502293,-0.515255354,-0.247353932,-0.458740469,-0.057620739,0.026432965,1792.540039,19.4962997,380.105702,15173,47.4496994,0,0.127017
AG36,-0.763427136,0.582820991,-0.687474939,0.472621791,-0.674924744,-0.243514366,-0.458740469,-0.170922766,0.07840919,1691.819946,16.5870991,275.1318566,12160,47.4981995,0,0.120682
AG40,-0.069412673,0.004818119,-0.275027533,0.075640144,-0.169737789,-0.169327822,-0.458740469,0.610673427,-0.280140615,2022.77002,23.5158005,552.9928732,21693,48.4352989,0,0.164383
AG41,0.312310986,0.097538152,0.502435716,0.252441649,0.779905581,0.085666376,0.192389129,0.838833484,0.161382444,2204.800049,36.5764008,1337.833095,39613,51.6562996,7689,0.17714
AG42,0.771373115,0.595016482,0.740473681,0.548301273,1.207086117,0.024082979,1.334258229,1.317706692,1.758160997,2423.709961,40.5751991,1646.346782,47674,50.8783989,21173,0.203915
AG43,1.362444116,1.856253969,0.625591961,0.391365302,1.312384184,-0.347412082,0.59717512,1.039468391,0.620744661,2705.570068,38.6453018,1493.459351,49661,46.1857986,12469,0.188358
AG44,0.999341897,0.998684227,0.475029331,0.225652865,1.135756877,-0.389773805,-0.272183244,1.473968698,-0.401189582,2532.419922,36.1160011,1304.365535,46328,45.6506996,2203,0.212652
AG45,0.91606865,0.839181771,0.5059895,0.256025374,0.997867812,-0.008644201,-0.446800129,1.235882418,-0.552192424,2492.709961,36.6361008,1342.203882,43726,50.4650002,141,0.19934
AG46,1.590685267,2.530279618,0.536003203,0.287299433,1.230403253,-0.403873342,-0.458740469,0.950722589,-0.436134927,2814.409912,37.1403008,1379.401944,48114,45.472599,0,0.183396
AG47,1.766941307,3.122081583,0.32856207,0.107953034,0.648481722,-0.139973017,-0.458740469,0.632010336,-0.289928718,2898.459961,33.6554985,1132.692579,37133,48.8060989,0,0.165576
AG48,1.386685471,1.922896597,0.245396464,0.060219425,0.589552959,-0.0936923,-0.458740469,1.131719671,-0.519165613,2717.129883,32.2584,1040.604371,36021,49.3907013,0,0.193516
AG49,1.484009274,2.202283526,-0.025601898,0.000655457,0.357547453,-0.525282521,-0.458740469,1.307172376,-0.599652869,2763.540039,27.7059002,767.6169059,31643,43.9389992,0,0.203326
AG50,1.591461416,2.53274944,1.239277497,1.535808714,1.057591477,1.326286947,-0.458740469,0.737782741,-0.338450801,2814.780029,48.9546013,2396.552988,44853,67.3274002,0,0.17149
AG51,1.636757103,2.678973813,0.990292281,0.980678801,0.765703325,1.378101416,-0.447816329,0.456164159,-0.204277759,2836.379883,44.7719002,2004.523048,39345,67.9819031,129,0.155744
AG52,1.370832263,1.879181093,0.751182727,0.56427549,0.944185405,0.474855006,-0.438331803,0.985687934,-0.43205837,2709.570068,40.7551003,1660.9782,42713,56.5723991,241,0.185351
AG53,1.126485501,1.268969583,1.713782047,2.937048906,1.659385567,1.235451724,0.235577593,1.580921519,0.372429686,2593.050049,56.9258003,3240.54674,56209,66.1800003,8199,0.218632
AG54,0.350371998,0.122760537,0.340318852,0.115816921,0.774288271,0.038047823,0.874004702,2.563903793,2.240863971,2222.949951,33.8530006,1146.02565,39507,51.0547981,15738,0.273593
AG55,0.3386289,0.114669532,0.179749651,0.032309937,0.882447987,-0.758418931,0.622326048,2.830606213,1.761559979,2217.350098,31.1555996,970.6713864,41548,40.9940987,12766,0.288505
AG56,0.118880338,0.014132535,0.605876292,0.367086082,1.094580934,-0.064780825,0.832509904,2.853409699,2.375491834,2112.560059,38.3140984,1467.970136,45551,49.7559013,15248,0.28978
AH19,1.216763035,1.480512283,1.618919151,2.620899219,1.143281953,0.635491214,-0.279804738,0.72730208,-0.203502568,2636.100098,55.3321991,3061.652257,46470,58.6015015,2113,0.170904
AH20,0.460068113,0.211662669,3.15129671,9.930670957,1.915185151,2.718938073,-0.251689895,0.126148532,-0.031750311,2275.26001,81.0746002,6573.090798,61036,84.9188995,2445,0.137292
AH21,1.458991769,2.128656983,1.548956592,2.399266524,1.33888093,1.207609007,-0.326549898,0.203036521,-0.066301555,2751.610107,54.1568985,2932.969655,50161,65.8283005,1561,0.141591
AH22,2.367616388,5.605607362,1.514151073,2.292653472,1.358647503,1.128466418,-0.458740469,-0.410779669,0.188441258,3184.899902,53.5722008,2869.980699,50534,64.828598,0,0.107271
AH23,2.002920913,4.011692184,0.678589005,0.460483037,1.084830131,-0.026512031,-0.458740469,0.21621783,-0.099187869,3010.98999,39.5355988,1563.063572,45367,50.2392998,0,0.142328
AH24,1.505881224,2.267678261,0.423573707,0.179414685,0.782290288,-0.181875711,-0.458740469,-0.177415052,0.081387464,2773.969971,35.2515984,1242.67519,39658,48.2767982,0,0.120319
AH25,0.420161443,0.176535638,-0.680403021,0.462948271,-0.651395634,-0.524055517,-0.458740469,-0.835707878,0.383373024,2256.229981,16.7059002,279.0871015,12604,43.9544983,0,0.0835122
AH26,0.201608335,0.040645921,0.103453409,0.010702608,-0.316423774,2.448649048,-0.458740469,-0.794098222,0.364284991,2152.01001,29.8738995,892.4498713,18925,81.5046997,0,0.0858387
AH27,0.492572183,0.242627355,1.722181241,2.965908226,1.059976184,2.139615891,-0.458740469,0.265312395,-0.121709532,2290.76001,57.0668983,3256.630882,44898,77.6010971,0,0.145073
AH28,-0.088474665,0.007827766,0.573338832,0.328717416,0.569256452,0.622483987,-0.374395941,0.48292025,-0.180803381,2013.680054,37.7675018,1426.384192,35638,58.4371986,996,0.15724
AH29,-0.825038085,0.680687842,-0.955133767,0.912280513,-1.040473849,0.912905199,-0.452727958,-0.086397844,0.039114719,1662.439941,12.0907001,146.1850289,5262,62.1057014,71,0.125408
AH35,-0.308600806,0.095234458,-0.907875008,0.82423703,-0.951709751,-0.811365279,-0.458740469,-0.005539365,0.002541131,1908.709961,12.8845997,166.0129094,6937,40.3252983,0,0.129929
AH36,-0.056746489,0.003220164,-0.299939793,0.08996388,-0.209482908,-0.407506941,-0.458740469,0.174187876,-0.079907028,2028.810059,23.0972996,533.4852488,20943,45.4267006,0,0.139978
AH37,-0.646475356,0.417930386,-0.690832187,0.477249111,-0.684463573,0.127679903,-0.458740469,-0.084180093,0.038616815,1747.589966,16.5307007,273.2640656,11980,52.1870003,0,0.125532
AH38,-1.063366106,1.130747475,-1.10920431,1.230334202,-1.000728731,0.046977811,-0.458740469,-0.006308424,0.002893929,1548.790039,9.50247,90.2969361,6012,51.1675987,0,0.129886
AH41,0.435448922,0.189615764,-0.783224697,0.613440926,-0.820126911,-0.921738666,-0.458740469,0.427279744,-0.19601051,2263.52002,14.9785995,224.358443,9420,38.9310989,0,0.154129
AH42,0.749270266,0.561405931,-0.272045194,0.074008588,-0.018759331,-0.554835139,-0.44603798,0.487516717,-0.217450972,2413.169922,23.5659008,555.3516805,24542,43.5657005,150,0.157497
AH43,0.841225532,0.707660395,-0.387343832,0.150035244,-0.183463103,-0.4907026,-0.436553455,0.688867028,-0.300727281,2457.02002,21.6289997,467.813628,21434,44.3758011,262,0.168755
AH44,0.770513514,0.593691075,0.451432655,0.203791442,0.839788226,0.021185641,-0.458740469,1.004950173,-0.461011314,2423.300049,35.7196007,1275.889874,40743,50.8418007,0,0.186428
AH45,0.987325917,0.974812467,1.187613635,1.410426145,1.480108585,0.537135104,-0.458740469,1.157974979,-0.531209985,2526.689941,48.0867004,2312.330755,52826,57.3591003,0,0.194984
AH46,1.040884318,1.083440163,0.769642196,0.59234911,1.128390781,0.201280578,-0.458740469,0.998261151,-0.457942789,2552.229981,41.0652008,1686.350717,46189,53.1166992,0,0.186054
AH47,1.113819317,1.240593471,0.561463061,0.315240769,1.030617789,-0.095323376,-0.458740469,0.897067328,-0.411521087,2587.01001,37.5680008,1411.354684,44344,49.3700981,0,0.180396
AH48,1.135922166,1.290319167,0.048116773,0.002315224,0.474027147,-0.450391422,-0.458740469,0.934858517,-0.428857435,2597.550049,28.9442997,837.7724851,33841,44.8849983,0,0.182509
AH49,1.306222438,1.706217058,-0.161616038,0.026119744,0.154794354,-0.609143176,-0.458740469,1.349864079,-0.619237281,2678.76001,25.4209995,646.2272156,27817,42.8796997,0,0.205713
AH50,1.151670933,1.326345937,0.910239921,0.828536713,1.107829307,0.600428403,-0.417584404,1.423389672,-0.594385328,2605.060059,43.4271011,1885.91311,45801,58.1585999,486,0.209824
AH51,1.444773799,2.087371329,1.693929674,2.86939774,1.508354116,1.365870017,-0.339929853,1.193405336,-0.405674101,2744.830078,56.5923004,3202.688465,53359,67.8274002,1403,0.196965
AH52,1.042352141,1.086497986,1.27749397,1.631990844,1.44815351,0.781497273,-0.335611007,1.658900499,-0.556745267,2552.929932,49.5965996,2459.822692,52223,60.4458008,1454,0.222992
AH53,1.30385252,1.700031394,1.646069617,2.709545183,1.555571317,1.227084052,-0.208332065,1.403072213,-0.292304931,2677.629883,55.7882996,3112.334372,54250,66.0743027,2957,0.208688
AH54,0.822792497,0.676987493,0.179624644,0.032265013,0.384203179,0.067727273,0.436192239,1.915211683,0.835400473,2448.229981,31.1534996,970.5405373,32146,51.4296989,10568,0.237323
AH55,1.210786275,1.466003405,0.727603988,0.529407563,1.211749544,0.045457877,1.583311701,1.140769525,1.806193737,2633.25,40.3590012,1628.848978,47762,51.1483994,24114,0.194022
AH56,0.278905334,0.077788186,0.721139273,0.520041851,1.156795293,0.152640987,2.181429578,3.064256991,6.684460835,2188.870117,40.2504005,1620.09474,46725,52.5023003,31177,0.301569
AH57,0.511592449,0.261726834,1.036473547,1.074277413,1.6680765,0.064244065,3.916589608,3.559012156,13.93919003,2299.830078,45.547699,2074.592884,56373,51.3857002,51667,0.329232
AH58,-0.265506599,0.070493754,0.006953611,4.84E-05,0.551344651,-0.45711262,1.838293002,4.086049904,7.511356944,1929.26001,28.2528,798.2207078,35300,44.8000984,27125,0.3587
AI20,-0.226984044,0.051521756,3.16990492,10.0482972,1.777773028,2.957425837,-0.416398838,-0.288159512,0.119989286,1947.630005,81.3871994,6623.876226,58443,87.9313965,500,0.114127
AI21,1.481618366,2.195192981,2.550504947,6.505075486,1.91136962,1.862653382,-0.24898003,0.514076072,-0.127994676,2762.399902,70.9819031,5038.430568,60964,74.1026001,2477,0.158982
AI22,1.569127668,2.462161638,1.86755921,3.487777403,1.774858386,1.034520044,-0.455268456,-0.2118975,0.096470248,2804.129883,59.5091019,3541.333209,58388,63.6418991,41,0.118391
AI23,1.592467953,2.535954181,0.917621351,0.842028943,1.331938783,0.066056946,-0.458740469,-0.049232633,0.022585001,2815.26001,43.5511017,1896.698459,50030,51.4085999,0,0.127486
AI24,1.687652225,2.848170033,1.159808279,1.345155243,1.366225572,0.473073846,-0.458740469,0.198618905,-0.09111453,2860.649902,47.6195984,2267.626152,50677,56.5499001,0,0.141344
AI25,1.300015291,1.690039757,0.814115145,0.66278347,1.097283602,0.214525168,-0.458740469,-0.090600839,0.041562272,2675.800049,41.8123016,1748.268565,45602,53.2840004,0,0.125173
AI26,0.185335309,0.034349177,-0.357419373,0.127748608,-0.373974705,0.155736431,-0.458740469,-0.70628781,0.324002801,2144.25,22.1317005,489.812167,17839,52.5414009,0,0.0907484
AI27,-0.672541379,0.452311906,-1.287423306,1.657458769,-1.199772285,0.223391736,-0.458740469,-0.549609081,0.252127928,1735.160034,6.5085702,42.36148605,2256,53.3959999,0,0.0995087
AI28,1.084964071,1.177147035,2.227538782,4.961929026,1.213180368,2.756304508,-0.355088157,-0.0322418,0.011448681,2573.25,65.5563965,4297.641122,47789,85.3908997,1224,0.128436
AI29,1.109038012,1.229965312,1.23744406,1.531267801,0.755740549,1.744307632,-0.409962911,0.054465102,-0.022328672,2584.729981,48.9238014,2393.538343,39157,72.6076965,576,0.133284
AI31,-0.736144667,0.541908971,-0.843067537,0.710762872,-0.868350989,0.107239078,-0.458740469,-0.59820644,0.274421503,1704.829956,13.9733,195.2531129,8510,51.9287987,0,0.0967915
AI34,-0.877778355,0.77049484,-1.197763781,1.434638076,-1.228123803,-1.391225315,-0.458740469,-0.369286267,0.169406555,1637.290039,8.01476,64.23637786,1721,33.0007019,0,0.109591
AI35,0.060079346,0.003609528,-0.420863631,0.177126196,-0.417853317,-0.712613259,-0.458740469,0.266045683,-0.122045922,2084.52002,21.0659008,443.7721765,17011,41.5727005,0,0.145114
AI36,0.915942705,0.838951039,0.578350918,0.334489784,0.785575884,0.016886745,-0.456369338,0.857237238,-0.391216791,2492.649902,37.8516998,1432.751178,39720,50.7874985,28,0.178169
AI37,0.11976093,0.01434268,0.078696015,0.006193063,-0.035081327,0.884326222,-0.192835028,0.129886515,-0.02504667,2112.979981,29.4580002,867.7737758,24234,61.7447014,3140,0.137501
AI38,-0.880106035,0.774586632,-1.204490964,1.450798482,-1.201150116,0.132793885,-0.458740469,-0.036909808,0.016932023,1636.180054,7.9017501,62.43765464,2230,52.2515984,0,0.128175
AI40,-0.07943657,0.006310169,-0.544442473,0.296417606,-0.513029627,-0.621730624,-0.458740469,0.365522538,-0.167679981,2017.98999,18.9899006,360.6163248,15215,42.7206993,0,0.150676
AI41,0.173151403,0.029981408,-1.02426289,1.049114467,-1.095004152,-0.84947582,-0.458740469,0.264865267,-0.121504417,2138.439941,10.9294004,119.4517931,4233,39.8438988,0,0.145048
AI42,0.64632706,0.417738668,-0.654288379,0.428093284,-0.643234636,-0.812806095,-0.458740469,0.29918675,-0.13724907,2364.080078,17.1445999,293.9373057,12758,40.3070984,0,0.146967
AI43,0.915460427,0.838067794,-0.097064541,0.009421525,0.158291924,-0.615191524,-0.458740469,0.571487201,-0.262164307,2492.419922,26.5053997,702.5362133,27883,42.803299,0,0.162192
AI44,0.758602489,0.575477736,1.121633361,1.258061397,1.391185506,0.413810065,-0.458740469,0.697827457,-0.320121695,2417.620117,46.9782982,2206.960502,51148,55.8013,0,0.169256
AI45,1.320712778,1.744282241,0.513728119,0.26391658,1.202687657,-0.448902885,-0.458740469,0.979231418,-0.44921308,2685.669922,36.7661018,1351.746242,47591,44.903801,0,0.18499
AI46,1.486106311,2.208511968,0.433247036,0.187702995,0.929983149,-0.310243459,-0.458740469,0.877501042,-0.40254524,2764.540039,35.4141006,1254.158521,42445,46.6553001,0,0.179302
AI47,1.323837342,1.752545307,0.253855381,0.064442555,0.704071894,-0.411607732,-0.458740469,0.88209751,-0.404653826,2687.159912,32.4005013,1049.792484,38182,45.3749008,0,0.179559
AI48,1.09804956,1.205712836,-0.296481271,0.087901144,0.040487392,-0.867739267,-0.458740469,1.042902328,-0.478421503,2579.48999,23.1553993,536.1725167,25660,39.6132011,0,0.18855
AI49,0.71359965,0.509224461,-0.644204484,0.414999417,-0.546097566,-1.145335358,-0.458740469,1.378337137,-0.632299025,2396.159912,17.3139992,299.7745683,14591,36.1067009,0,0.207305
AI50,0.555672203,0.308771597,-0.09576088,0.009170146,0.251295502,-0.556165122,-0.458740469,1.264516443,-0.580084866,2320.850098,26.5272999,703.69764,29638,43.5489006,0,0.200941
AI51,0.635841876,0.404294891,0.418013904,0.174735624,0.812443585,-0.027794602,-0.417076305,1.394415831,-0.581577802,2359.080078,35.1581993,1236.098978,40227,50.2230988,492,0.208204
AI52,0.649283697,0.42156932,0.293524245,0.086156483,0.58881105,-0.000775126,-0.371686076,1.406792311,-0.522885114,2365.48999,33.0668983,1093.419763,36007,50.5643997,1028,0.208896
